UtilizationRate,Age,Marriage,Limit,Drawn,EAD
0.0120925054232327,29,'not married',220335084243483,266440320114275,218313471896870
0.0176476308177696,38,'not married',608532363070296,107391544841295,132569642489462
0.390937795281091,39,'married',145665172742395,569460214811511,145342200864698
0.725121130556367,37,'married',705908762541497,511869359963736,127021054343122
0.570229991852721,24,'not married',334075518505332,190499880195489,144774021400608
0.551744471739935,23,'not married',269767910024042,148842953008602,102162300145625
0.996742386394134,37,'married',584091716829674,582188971705856,176824320734453
0.574661331654189,31,'not married',892049529993352,512626370807473,478189982008913
1,56,'married',785971342852261,785971342852261,785839329502564
0.307259409431511,23,'not married',316875651405312,973630255140215,199849163714741
0.350974513201728,30,'not married',336890078927587,118239831454102,398610319657390
0.275428618807807,46,'not married',897959069378921,247323626224980,451541945365477
0.957822401558346,28,'married',539672190498934,516910113557942,387109018659367
0.986191131013679,28,'not married',849107328231469,837382116380595,817079730026391
0,28,'married',217105392192911,0,202514462512702
0.788722928413045,31,'married',133429687917393,105239054191445,133261138782727
0.0163013001158771,36,'not married',175693487744736,286403227213212,362638679428314
0,27,'married',214585093508493,0,655922288840889
0,32,'not married',142232320791480,0,141082991304966
0,50,'not married',332874969348137,0,532587998188555
0.249302879136135,29,'not married',238357829924784,594232932648898,178619711751641
0.317327731042369,39,'not married',180064543163597,571394729232849,359478145188979
1,36,'not married',300485908010164,300485908010164,300428195989455
0.400085259362355,32,'not married',146065242125907,584385502797687,762590462561903
0.161524887967373,43,'not married',924196017750317,149280658227013,316080047252975
0.119262022782575,23,'not married',257510506769603,307112239251088,125792565988188
0.142370559419818,39,'married',264000760511266,375859359612464,381056859634888
0.938355784873241,30,'not married',666228781323432,625159631003892,898234656717452
0.779965230117538,37,'not married',258326295678498,201485528654291,473894270007600
0.943859813863553,50,'married',104265692104323,984121967419411,422391104626102
0.517098887670315,52,'married',136108383512127,703814937167253,136108033876864
0.860372785983277,32,'not married',107915549861314,928476022850958,458289415534382
0.489496457039245,33,'not married',464486888505764,227364686264754,462034169762505
1,50,'married',218660013484839,218660013484839,271262963593878
0,47,'not married',151230935290400,0,206041934076497
0.533429596339408,27,'not married',438206831050391,233752493000381,361192734404638
1,36,'not married',927916697993403,927916697993403,536195218842547
0.567895108256625,45,'not married',406161607929524,230657190304822,116151935770811
0.992255023870052,29,'married',588287815257330,583731540170623,569555416696398
0.950341053666437,34,'married',189004761736253,179618984416404,499059833347638
1,42,'married',494674540672995,494674540672995,219758242308581
0.588874689952465,25,'not married',390132637106143,229739235716218,387016538293578
0.675519247791347,57,'married',136780034075382,923975457314767,199620217696053
1,49,'married',842837359751426,842837359751426,700421203716360
0.301864289641043,38,'married',744640197621511,224780284293183,919581440337328
0.906091603588952,41,'married',158166374326113,143313223746998,233349602625162
0.442096935600936,32,'not married',886929972649556,392109023000990,185005156275089
0,39,'married',118067977528947,0,105970618648137
0.222673223672729,22,'not married',200640583021874,446772854210566,743228125619720
0.0233542627383276,28,'not married',190965542886135,445985946253017,111707101446863
0.0885570796980732,27,'married',222649584257279,197171969778147,282624858113957
0.110359686793618,22,'not married',287590701467161,317384197386730,172066016514473
1,50,'married',913329576493607,913329576493607,210182326142166
0.512759117302333,34,'not married',133115600932990,682562380335696,510955664029540
0.0724602643781271,62,'married',920695221833196,667138191857117,920674495610671
0.781026428511019,28,'married',637043189963169,497547567464200,938607971596190
0.604196162852613,23,'not married',851315329488758,514361455454716,851308599958566
0.115853543606440,34,'not married',321959446453785,373001427692388,732026524282391
0.496516737388716,22,'not married',254864133530168,126544308057801,196852516961219
0.374828482959499,40,'not married',195446575290148,732589433156357,993742323176452
0.262457760930747,25,'not married',303995125106312,797858798692649,303995098899543
0.829023512140818,22,'not married',576727974793920,478121051213517,415022923256101
0.485279668113614,39,'not married',180499242407834,875926124504322,254579268157375
0,33,'not married',332163227082199,0,423138299969797
0.0883556607695885,33,'not married',100474665777087,887750548533805,117177452278819
0.735799970639518,33,'not married',659591398085840,485327331345639,453496410551022
0.692433529072660,27,'not married',869621279534984,602154931545092,640840820892224
0.539687169342148,23,'not married',396665631970043,214075352093227,205175303781176
0.173740185651613,36,'not married',786346753311376,136620030906862,135621709021704
0.112748446106781,32,'married',397467868276148,448138845255104,390272143773887
0.716048288914819,43,'married',177803574382173,127315945199294,160689464627885
0.956266156012186,55,'married',797617948345189,762735049430380,991587084497532
0.405173306358608,28,'married',235662066259388,954839785696177,147710668482045
0.648797244017511,36,'married',827550611587268,536912556082825,824359202267270
0.786062007820962,42,'married',129827191221283,102052222601158,129817824489034
0.426582284372645,29,'not married',199876666419754,852638449541276,443869306699029
0.205975051232898,29,'not married',783881979906959,161460130971881,236403367144123
0.664687585394153,32,'married',552763625482279,367415119515534,268256105695738
0.351693995110089,47,'married',835600624255488,293875721860897,823396140479301
0.582881546576979,35,'not married',315720400615903,184027595396901,836875024299705
0.560084935669325,27,'not married',549577586703667,307810127294226,313624495300272
1,27,'married',796559532792878,796559532792878,350355667080171
0.146590532040737,39,'not married',612391245564960,897707585044569,611013991924337
0,21,'married',165082805080467,0,129967436064698
1,35,'not married',101163523198327,101163523198327,101161099508166
0,32,'not married',156933609581966,0,806269322869669
0.311271578986980,56,'married',171133592615402,532690235911107,106588013180162
0.150359532329173,34,'married',950922244996190,142980224039035,993921742732546
0.968326239660815,31,'not married',740434002874824,716981673720783,162741805269300
0.144368481845426,35,'married',120193805734016,173521972610440,191690555531291
0.119135416587564,37,'married',236546700961523,281810897614651,542529410415685
0,36,'married',219145976194405,0,858575222304703
0.942079040005426,60,'married',658374727615208,620241031355569,183478623158598
0.589884484526224,47,'married',187141162951633,110391668441362,175144138147527
0.508471159863468,23,'not married',345696683669022,175776793706142,298027034685887
0.540136499293012,30,'married',246371412395600,133074192217234,242862378906887
0.109675096531542,27,'not married',235008200959177,257745471259019,235007256497562
0.824823708078278,48,'not married',620540320435107,511836368113368,197369814299166
1,36,'married',761198535039898,761198535039898,645334338368249
0.456258834062831,22,'married',681363835881749,310878269331985,623874907485457
0.939640320889618,25,'married',370872826055728,348487061284243,343392233802112
0,22,'married',168546470636064,0,571392814748222
0.376539845393850,25,'married',115064396596781,433263301048887,112482155169284
0.750472686961935,41,'married',531517514723981,398889377442236,517025790114291
0.214960545345087,37,'not married',427610784720077,919194474788684,980762063196103
0.415204912844014,46,'not married',466571206111125,193722656968896,536559538558089
0.0391186386590971,35,'not married',184482149820167,721669055786852,183751562704117
0.801380612145100,55,'married',118681706344387,951092184806898,201793231109501
0.409743136548792,29,'not married',357002882797742,146279480954508,283979942650223
0.444669079456191,33,'not married',592849484509913,263621834533101,429514660097360
0.443277169476704,33,'not married',155221624139045,688062021899327,916379951646588
0.486495274420868,42,'not married',220474001486590,107259559855885,202247570515213
0.182100024636325,24,'not married',179738442359105,327303747816877,114280877252652
0.979428111946565,27,'married',748987012648676,733578935670991,684864725210278
0.343037245157111,32,'not married',133942330830513,459472081780215,155666775124854
0,30,'not married',292692465994006,0,551961676610175
0.101465589491587,32,'married',432382274205978,438719223380225,117596028906869
0.453081126277164,34,'married',135107326587915,612145796987492,186114120976645
0.236368879013676,31,'married',193313588149565,456933161290242,757654800099129
0.605234724679849,30,'married',288256414262969,174462791523648,124205562269182
0.355455663554989,23,'married',268282266371101,953624510129761,268282266370664
0,34,'married',184392579211747,0,174312595028654
0.0272476379998035,28,'not married',127369808249492,347052642728653,362404523753385
0.813604103603882,26,'married',521966151453272,424673802764707,499680345033229
0.573187522187090,22,'not married',396612082260311,227333096700250,324040094834478
0.909517828838991,20,'married',344194965119414,313051457372722,344172870583977
0.803259312496687,37,'not married',551871918934121,443296258189249,138819358227242
0.493158330490011,25,'not married',430737319826267,212421697525264,708560374350147
0.987663810254780,46,'not married',943025557906522,931392215689595,114131803461988
1,46,'married',765020664035624,765020664035624,568320331847898
0.116382342409287,40,'not married',129991307675714,151286928801459,148739260653680
0.963665181575747,34,'married',331433031357796,319390472343611,176256123481510
0.153995133836440,42,'not married',568311814287685,875172539020621,747939567806066
0.894814831906169,33,'married',166893508554041,149338786803015,661857462887569
0.290414860257884,36,'married',499440459393151,145044931221795,231859613021019
0.412547448371327,30,'not married',178047056539511,734528588654007,927420562912934
0,31,'married',153040654999526,0,787207593743182
0.797551682528540,29,'married',497021900209852,396400652765899,607811949146283
0.691904908471389,23,'married',355324909573957,245851049036373,345955949733739
0.183650965230471,47,'married',119198026042637,218908325362972,190836535987944
0,40,'not married',353839521866523,0,238712371135384
0.0177978451464449,48,'married',209664045856425,373156822092978,142650448103638
0.0967722991092161,28,'married',371929036050271,359924279240592,561960904793411
0.657497444203197,32,'married',462606962694046,304162895641939,243961741305003
0.893266547790939,30,'not married',108329720304742,967673152797751,108321479020601
0,45,'married',201032737003222,0,834689788596267
0.434471542232062,24,'not married',555308734802197,241265842424446,552430215912397
0.333834239522659,45,'married',855109268170724,285464752248551,132083775635109
0.486020282466621,36,'married',441373849306871,214516642913505,235813904938103
0.497001244550310,37,'married',954396298549559,474336148173340,104034174364757
0.243565504892067,38,'not married',188667006313317,459527746491780,104400783802492
0.224561808696722,29,'married',526932286797302,118328867383902,143994558295912
0.579379977838160,42,'not married',138560305931508,802790669798459,275256408370469
1,27,'not married',907624923345175,907624923345175,907624892271843
0.233566570728977,40,'not married',547246659362390,127818525570162,543277754909652
0.530863766134678,21,'not married',323618514715520,171797343512792,568130109329875
1,49,'married',128212158146936,128212158146936,163057764484452
0,46,'married',172640459489810,0,216752225235870
0.295150617778944,37,'married',314854455194871,929294869612191,298283693485305
0.297337859596160,25,'married',421833227211605,125426988885639,265488282305226
0.0434811241455122,28,'not married',251536352807513,109370833835328,899079011499450
0.252964734493173,23,'not married',422759364949400,106943210508928,339230837195754
0.846264847234622,43,'not married',416863816305403,352777193823333,244729052659674
0.482315259532569,25,'not married',502406890068047,242318509574121,246231503780041
0.136611777242515,30,'not married',282225119583768,385552751688199,914679784106047
0.0125765345787378,38,'married',554787631028858,697730582549044,337854650842471
0.679047846378236,26,'married',306659121713485,208236216171783,124948740212742
0.445672283894705,25,'not married',632053074978248,281688537468227,580003353075251
0.293970928216897,35,'married',141856136687642,417015801753292,249232852107620
0,41,'not married',126174151967593,0,984088101031867
0.103314723320317,34,'not married',199959160301226,206587253218840,506537036422088
0,22,'not married',112574359222125,0,588142808113753
0,25,'not married',151875776747574,0,843842832598009
0,36,'married',246234853674634,0,283439941034464
0.828780609307476,52,'married',658197126889498,545501015867908,436217583256777
0.208037444730085,42,'not married',400267136857037,832705523611652,114403472876015
0.836052531980358,34,'married',804352349996753,672480818819137,707708034816816
0.000683726876907470,29,'married',534959953590076,365766498338708,947497270672089
0,50,'married',396557404242593,0,739762772138583
1,35,'not married',862808120963897,862808120963897,860620305903249
0,28,'married',218248657628960,0,474209407197536
0,46,'not married',316315653352386,0,164128574308578
0.777023721750793,42,'not married',133735301851108,103915501973814,133734578696618
0.740185665560286,33,'married',511587074637524,378669419332616,582061013370878
0.713554098422254,32,'not married',462318640499176,329889360705191,109842572742676
1,48,'not married',568103339081146,568103339081146,252577973384853
1,36,'married',461102846031407,461102846031407,137183526487964
0.461384549194007,31,'not married',440243216301812,203121417889131,464697452035490
0.522609283351220,29,'not married',246473312935602,128809241438476,670620080349907
0.514600565487158,47,'not married',148303669996338,763171524439361,104518222743234
0.975027431873452,43,'not married',148940696852136,145221265153180,692480730205251
0.123322569380714,42,'married',874524835909187,107848649751568,320868981943284
0.111013175115133,49,'not married',280784749932827,311708066139517,550632108216798
0.720953652730339,42,'not married',162033544761420,116818675960591,159055663432959
0.846113876286157,38,'married',214731226546724,181687070453130,146154681657936
0.623252863925154,32,'married',491936305077564,306600711008350,335175100648721
0.0385875213015302,25,'not married',241271648541035,931007487753249,452447198409458
0.890677231747231,49,'not married',862011833781960,767774313846270,801346251396613
0.0157002610291246,53,'not married',112126307367417,176041229390030,175256926903176
0.706793778870904,46,'married',309382416186563,218669567052712,309382412327433
0.539693504110164,33,'not married',380112215595773,205144093589961,383660549395830
0.329461770027780,31,'married',215685304488107,710600621856324,166457039541154
0.395964720831640,34,'not married',110808671849184,438763248144869,190191859289992
0.571091625804453,27,'not married',527954882254265,301510612057987,311581736300037
0.00624608958271280,35,'not married',514548407966046,321391545079818,111751000506670
0.901313507703381,23,'not married',242043745943345,218157297673863,239601807956229
0.489220005631299,28,'married',434345792388238,212490650998105,430847809670199
0.730078686443938,27,'not married',581668794534703,424663989459325,250933249728598
0.498116282126077,25,'not married',621851613720715,309754413860664,618683595067656
0.0220434842308486,44,'not married',503817917153206,111059023119857,213647096648277
0.624296672282002,21,'married',180611973243643,112755453870292,736255030257878
0.0376112841770824,41,'not married',398804111662107,149995347747124,247619167091873
0,31,'not married',328290312937968,0,197577075916124
0.403414075131038,44,'married',110542199746689,445942792737611,110540961758123
0.161691259867959,42,'married',254118323545370,410887118895846,224143815023390
0.665827589921985,27,'married',314477134884507,209387552805722,175329441521529
0.285193700304382,38,'not married',159432938252102,454692696105171,199574340877685
0.940579658705107,31,'not married',204673219152266,192511466616314,201240695597896
0.0124743126031726,23,'not married',159160545042667,198541839295355,499834827348520
0.262646261113582,23,'not married',459853192962775,120778721792816,189204296028775
1,35,'married',658910092815923,658910092815923,610129886317007
0.135600693285687,52,'married',115417676672547,156507169742206,482180174764832
0,36,'not married',152838504905609,0,860647380165287
0.541532069878086,45,'married',142922132049700,773969180002630,141699429453887
0.199404760014925,31,'not married',976601334857524,194738954807520,376885856006088
0.809350371023839,39,'married',495117267377827,400723344052553,976689606381210
0.683219904741666,42,'not married',142061113139773,970589801868508,196000507999131
0.192230025037754,47,'married',671645469434263,129110425405842,494987989868509
0,35,'married',170810970471414,0,365710988314782
0.600169339099580,48,'not married',113918799279478,683705704745820,482481295789166
0.172513205637752,22,'not married',299217620314467,516189908637484,264630130695479
0.311077067121182,24,'married',185864548351454,578181985829734,671671386777276
0.524959119576629,59,'married',301489063250552,158269433205993,105124889734889
0.333835965174839,37,'married',414703426399672,138442918613447,299285269468300
0.241233256730131,33,'not married',357221879925046,861737974695785,357219742040635
0.0859039827895050,36,'not married',214687913864700,184425468577479,346135977786302
0.257364163425930,27,'not married',480275430215484,123605684311437,791653388745943
0.643525755181732,26,'married',789553781350350,508098193400076,789089655986250
0.210574773262657,41,'married',210029973337123,442270140138266,529411746583148
0.0638882325315143,36,'married',815181879244782,520805294566674,278080562542686
0.649604140517333,42,'not married',115491572069884,750238034114529,101397651764280
1,26,'not married',928283843081464,928283843081464,277807350304241
0.786753110428715,34,'not married',524051657206561,412299271332585,509642784013985
0.876711664979070,25,'not married',680650248694653,596734012801507,835691571975391
0.964673870585409,23,'married',301651225053941,290995054839615,487366821415819
0.752758560963017,40,'married',720151252027512,542100020151945,216637809138821
0.892991939143894,45,'married',104454546123267,932770676950113,104454544138156
0.833307675560193,27,'married',547325976868161,456090937557719,541925211044215
0.436037602947605,34,'not married',268583551515445,117112527993949,268581944329539
1,40,'married',816722273841819,816722273841819,270964553024698
0.868136413652714,24,'not married',159412431213001,138391736324915,807388771495823
0.822394157251149,27,'married',435664898554657,358288267090765,121773105168308
0.656918494239511,35,'not married',258558415842852,169851805208439,338327266815491
0.403863800915535,22,'not married',569349324924441,229939582412678,244447329961589
0.353532900366948,27,'not married',258246200076502,912985281217891,542683084807052
0,28,'not married',225707354898618,0,348386428343618
1,23,'not married',110504069951957,110504069951957,326381287423008
1,58,'not married',128593647204837,128593647204837,127442477300930
0.901589329353116,36,'married',118008925514771,106395588012544,655088101928203
0.588125848733141,35,'not married',711310777926453,418340254981026,548446419638108
0.300646265524242,22,'not married',469664798243229,141202967640023,166838414582153
0.238834264707196,56,'married',223292493747177,533298985587432,239460838451783
0,22,'not married',356083244898090,0,296281618676453
1,35,'married',567542388303780,567542388303780,109397195579217
0.128983792022660,31,'not married',202978341687337,261809162093039,211487608644838
0.912518528811130,51,'married',746669341975543,681349609447897,512529429912941
0.905035254522360,39,'not married',880494466749335,796878533820014,857815592086810
0,32,'not married',793702566176387,0,148941333927693
0.144318856997836,36,'not married',619563478820433,894146931009679,731220980382391
0.0661402426426111,24,'married',164216738557693,108613349341841,600962916390359
0.335359374239440,46,'not married',112123566626335,376016891413018,107012339708075
0.198068738200695,32,'not married',178605002079340,353760673981873,116997803765591
0,26,'not married',392272672794408,0,392251908239426
0.290942763083434,50,'married',902341712727578,262529791146400,118421625928366
0,39,'married',928314338242219,0,158219424411675
0.341695740605342,45,'not married',169580213867633,579448367695132,443482222214793
0.488655366452386,32,'married',593836190101005,290181241086495,677101291930114
0.618990856028011,23,'not married',416231030263020,257643201727928,796882269094112
0.515100231678037,29,'not married',468588700208316,241370148039014,377108837385892
0.279852201557549,38,'married',125582259627141,351444718332273,220799752728700
0.467639565989023,25,'not married',488806561405937,228585288228459,488801830943806
0.625054112571961,54,'married',381388284365097,238388315629169,136918144337662
0.423030104703186,27,'married',309101311260593,130759160066461,520553472080044
0,26,'not married',155705521326030,0,153488628127540
0.108067220129827,25,'not married',246021464370817,265868557468235,131540186294393
1,38,'married',134246741993981,134246741993981,642313038514704
0.289762041198353,34,'married',107397419818362,311196955860049,611600788979582
0.789576168310085,47,'not married',252851641651712,199645630366273,224666510775923
0,25,'married',187825950946249,0,611680874582173
0,46,'married',952473164783892,0,941602175284353
0.293786998068389,37,'not married',570917935574358,167728266435793,104690955253990
0.551485420308012,28,'not married',124722768030163,687827881490932,152080444688599
0.255953006624521,29,'not married',129391788132423,331182172050168,485887803535980
0.0818080928849619,27,'not married',224326734573843,183517423385972,100549097038433
0.546760485773293,36,'not married',114468514162778,625868604093876,170148202743863
0,21,'not married',154344044368950,0,941577812259470
0.223997079357315,38,'not married',166550924666567,373069206895712,248277762258342
0.198377185790856,27,'not married',331342362541068,657307654141908,295572165569093
0.353820915846869,37,'married',147065765217305,520349437389076,848931438409306
0.543536006333949,38,'not married',292439109293656,158951185561331,923378693050026
0.384385833382564,30,'married',197399803526449,758776879880685,331975514967980
0.743348532010200,30,'not married',428757247172651,318716070274525,428756122389396
0.415729965594646,41,'married',681562388191926,283345908193634,679033606377738
0.578827837943540,27,'not married',482108189867051,279057641195619,461335974370745
0.0886724314673072,28,'married',180411713851679,159975453324125,402440715713051
0.326338936562002,26,'not married',266267688472506,868935142969401,247056952925812
0.674407657907739,31,'married',195687047668622,131972843501076,179013545443637
0,43,'married',909240596416606,0,863881997859437
0.577880561359613,22,'married',314455035366976,181717452360225,886592020373126
0.197337963423604,37,'not married',230865851450652,455585969493280,165735387590817
0.745958919477429,22,'not married',465443719395011,347201893997458,465160540423250
0.0523110042302481,21,'not married',301702740392690,157823733289595,200514091934947
0,31,'not married',553961089646314,0,133431122415255
0.204627618461553,46,'not married',112469576008240,230143814879468,157900014047921
0.428967950348768,36,'not married',128258555850954,550188098180766,412332769312947
0.111886015476752,42,'not married',115274915956874,128976510308321,500623859090334
0.217668456427367,32,'married',818902064859127,178249148423069,818806524687984
0.0266264518897500,48,'married',121729147796873,324121529739370,109148421333216
0.735344299167112,50,'not married',152454929405192,112106863218033,123458412821693
0.774530403654805,43,'not married',129567114969652,100353669857833,935971961383473
0.985614739643014,29,'married',443118704395547,436744326463767,138112168828078
0.502942720716238,29,'married',353321899328945,177700677337128,352096032689155
0.147639099179120,32,'married',320475795612851,473147577729931,196518865279613
0.579086038476326,32,'not married',640902059570078,371137434727755,201770951153005
0.999880642019491,36,'married',139698830642409,139682156472105,124853271222116
0.946094489753731,32,'married',218562749089218,206781012578736,218531705040672
0,23,'not married',258075171958344,0,224831672335433
0.405476367407351,38,'married',544031845107216,220592056307993,248594543639319
0.655941559791545,42,'not married',314862980473651,206531714532501,673536367939806
0.0587466733101768,36,'married',156188201377399,917553724122218,156141375554436
0.0446259062265205,35,'married',958397966500888,427693777807566,920361060577979
0.0988387293946665,23,'not married',315820477397140,312152947027503,188082863964826
0.478520236235218,52,'married',119444357528863,571565421816756,606518656903811
0.941329147580284,47,'married',844369011489504,794829161828621,610628962872959
0,29,'married',166397539967744,0,407616228357349
0.0883699319150579,27,'not married',230402995179181,203606969970097,771083307227372
0.466361052758338,61,'married',143168555265655,667682381555813,822062405927016
0.0113096793667026,28,'not married',301070060708654,340500585352857,161505721474812
0,49,'married',127720163172577,0,383605570534465
0,40,'married',150931460222037,0,139362603386858
1,51,'not married',146287448064285,146287448064285,145450770986288
0.896496940564914,24,'not married',212106608222914,190152925345444,544268750459733
0.180415591385509,39,'married',647907001485795,116892524835871,153624155231728
0.206623475228026,40,'married',364846462649830,753858440373599,104465725377022
1,33,'married',549632627471823,549632627471823,370306712236719
0.548701676165411,26,'married',847486118783730,465017053903551,847435353758274
0.428845103207040,38,'married',334803626068594,143578895575478,258234277606787
0.953957244948847,25,'not married',123457783991947,117773447484447,428813027809935
1,51,'not married',378209799012529,378209799012529,374580148814597
0.419411570063245,35,'married',269666541221226,113101267447119,269368783453322
0.723179276558278,26,'not married',261597820580986,189182122636980,426222635533846
0.316541753575251,24,'not married',796946616969573,252266879641413,812821846567297
0.776853904157489,23,'not married',201316666773257,156393638554777,111049167757285
0.610869107807399,46,'not married',465798186876729,284541722835691,151214003765700
0.0601648689068992,37,'not married',187900147852375,113049877631251,157962944193397
0.00838841566733165,43,'married',108160312907103,907293663373437,357046986097316
0.0924563933132830,22,'not married',215076092223834,198851597749307,833070437013599
0,32,'not married',202628989195247,0,101956995140017
0.475652555834226,36,'not married',279572650949607,132979445965531,184471027213243
0,26,'not married',128164375811976,0,951646581115342
0.983157140729555,31,'not married',236518063810565,232534423346885,191696577166422
0.302518266660130,34,'married',291419088506937,881595975267935,219347322515717
0,24,'not married',201628456575848,0,306445182570062
0.952016149142488,30,'not married',981359610576426,934270197384941,981332934789456
0.764785606474574,44,'married',132461823828821,101304896271653,572964930924635
0.00458389763496504,45,'not married',423594702960858,194171475708599,358209873787065
1,27,'not married',817087958750342,817087958750342,764940027386713
0.577823562863450,26,'married',592827252679456,342549555305794,358605853837863
0.221266355784473,39,'married',729265584050893,161361938181977,776185191727760
0.102423978614619,37,'not married',218996329858540,224304754061113,170533711990103
0.465736084078710,37,'not married',762802865861096,355264819670165,604020251019513
0.0627884862139562,23,'not married',244622778965859,153594939847175,271762584514793
0.499103057678590,34,'not married',956213832630381,477249247660386,170578150084682
0.660920246243221,42,'married',852207245494448,563241022542447,917396711792312
0,49,'married',912090675920743,0,108077984371399
0.845658100387190,43,'not married',101973780506096,862349535120852,101973780500136
0.541871105565177,32,'not married',110947183099532,601190727654854,110671789664991
0.583663976880861,24,'not married',605735361510645,353545910036669,347661819424960
0.945967061769321,31,'not married',545557725414306,516079638535725,320768364326000
0.211369562762583,29,'not married',281231788654247,594438402027875,916634450695462
1,63,'not married',108573702451242,108573702451242,707393193846044
0.633601213269292,39,'married',445829966511612,282478407693565,176483956948495
0.237324696087187,22,'not married',197755086869090,469321658909021,170941053623147
0.633660165769390,26,'not married',430258055471201,272637390753497,923313976171553
0.614731260341650,27,'not married',549902937447570,338042525802720,178060970641726
0.656826842217881,32,'married',624677317571585,410304829905680,486776825949697
0,38,'married',702917436516795,0,366780218900910
0,42,'married',850661572915121,0,849741560812145
0.507226759943362,47,'married',762325108126314,386671694618384,269223428898244
0.316188203488854,34,'not married',126057884178616,398580159340425,933028144887204
0.482452660892080,42,'not married',541900315460353,261441249132105,430787673102440
0.670645538247848,30,'married',171716528493228,115160923677393,309566588331427
0.849698226727718,35,'married',478263371928018,406379539036056,478112165057287
0.855979121042078,46,'married',459631528285636,393434991585166,174349799896640
1,27,'not married',821519862356944,821519862356944,820824726429637
0.944249820473601,33,'married',467965763013771,441876587713545,467801262987281
0.427703368599025,38,'not married',740555073276249,316737899473350,345134800317021
0,49,'not married',766796876141821,0,633178358627392
0,29,'not married',273735478062925,0,211992954114798
1,60,'married',163280758621407,163280758621407,160408443596896
0.491643701623833,41,'married',101033066208648,496722706572255,951508481366430
0.250810871586653,33,'not married',159457408002707,399936514821076,296035564850716
0.615788150519132,25,'not married',195180632980376,120189921000139,138526406412222
1,21,'not married',914805589619756,914805589619756,344495207145045
0.475308184224553,33,'married',183008174857896,869852832899560,274678242895949
0.256871551187667,46,'not married',518221638111637,133116396040750,352597971806408
0.344949291868617,57,'not married',170421457545753,587867610996248,527177655870518
0.520798221772558,24,'married',544567312825788,283609688155130,296828530533490
0.731313608883183,26,'not married',677931160741513,495780283736241,677931102571955
0.0937905559310992,40,'not married',619078673100149,580637329151503,150328477155199
0.0868825136590076,43,'married',397173142329516,345074009634351,300303731672766
0.741106885359338,44,'not married',436818459735507,323729168162045,436779590219386
0.0882365851475637,41,'not married',131264927647927,115823689652951,661386595065531
0.457800212289501,25,'not married',326017223976061,149250754346274,256194418221529
0.815807143472776,44,'not married',263300159451778,214802150958281,946046833925611
0.000839257244308193,28,'not married',314482004483939,263931300467707,263307701039203
0.635962043911402,23,'not married',439377807576343,279427608555562,439200250008100
1,27,'not married',105973680264788,105973680264788,104138805051248
0.827183697998182,31,'married',286117411949271,236671658877867,223923797513129
0.928703346576950,31,'married',605229741298121,562078886191466,230688798658339
